hash|author|date|comment
cfde36da8|Victor Berchet|Thu May 10 15:58:27 2018 -0700|fix(compiler): generate constant array for i18n attributes (#23837)
d889f57ae|Pete Bacon Darwin|Fri May 11 10:17:43 2018 +0100|build(aio): display types of API const docs correctly (#23850)
816bc8af1|Matias Niemelä|Wed May 9 15:30:16 2018 -0700|feat(ivy): support injectable sanitization service (#23809)
d2a86872a|Matias Niemelä|Thu May 10 15:57:58 2018 -0700|fix(animations): do not throw errors when a destroyed component is animated (#23836)
474dbf09e|George Kalpakas|Fri May 11 12:20:13 2018 +0300|fix(aio): make background transparent in 144x144 PWA icon (#23851)
e129b18d1|Cory Rylan|Thu May 10 19:27:05 2018 -0500|docs(aio): add Cory Rylan to GDE resources (#23840)
8a27a034c|panakour|Thu May 10 11:18:08 2018 +0300|docs: update version to 6 in language-service (#20795)
4ecae6449|Igor Minar|Thu May 10 23:01:22 2018 -0700|build: replace the old publish script with a new bazel-based one
5e307d5ba|Igor Minar|Thu May 10 22:22:49 2018 -0700|release: cut the v6.0.1 release
089fe8386|Alex Eagle|Thu May 10 13:12:30 2018 -0700|build: update to latest TypeScript rules (#23828)
b1cda3639|Andrew Seguin|Thu May 10 13:34:09 2018 -0700|fix(elements): always check to create strategy (#23825)
c4221dad1|Judy Bogart|Wed May 9 13:03:52 2018 -0700|docs(elements): add angular element term to glossary (#23807)
fe3679a35|swseverance|Mon Apr 16 21:27:16 2018 -0400|style: remove empty comments (#23404)
72eab4d25|Judy Bogart|Wed May 9 12:42:54 2018 -0700|docs(elements): emphasize future direction, update link (#23806)
db2d67cc0|jenniferfell|Wed May 9 14:18:11 2018 -0600|docs: change release_schedule.md to link to new angular release page in docs (#23808)
117c7eebc|Alain Chautard|Tue May 8 20:48:07 2018 -0700|docs(aio): add Alain Chautard in GDE list (#23783)
89f64e58c|Zaven Muradyan|Thu Mar 8 12:16:01 2018 -0800|fix(router): avoid freezing queryParams in-place (#22663)
553a68081|Jason Aden|Thu May 3 12:03:13 2018 -0700|fix(router): correct the segment parsing so it won't break on ampersand (#23684)
858e48a79|Fabian Wiles|Thu May 3 20:46:20 2018 +1200|ci: add config for size plugin of the github rebot (#23665)
e942d8b68|cexbrayat|Tue Mar 20 15:45:09 2018 +0100|fix(aio): fix error in import after RxJS 6 migration (#22886)
f1e4a153f|George Kalpakas|Sat Apr 28 02:18:35 2018 +0300|refactor(service-worker): sort manifest `url`/`hashTable` entries (#23586)
e0ed59e55|George Kalpakas|Tue May 1 01:55:32 2018 +0300|fix(service-worker): correctly handle requests with empty `clientId` (#23625)
d6b1466c8|George Kalpakas|Tue May 1 01:19:31 2018 +0300|test(service-worker): support mock requests with null/empty client ID (#23625)
d1abf4e89|George Kalpakas|Tue May 1 01:12:31 2018 +0300|test(service-worker): improve adding clients in `SwTestHarness` (#23625)
08e7efc69|Victor Berchet|Fri Apr 27 14:39:07 2018 -0700|feat(ivy): add error reporting to the html to ivy transformer (#23546)
46674d5fa|Victor Berchet|Tue Apr 24 14:22:55 2018 -0700|test(ivy): add html to ivy ast transformer tests (#23546)
c5ca5c0d9|Greg Magolan|Mon Apr 30 10:33:02 2018 -0700|build(bazel): update to rules_typescript 0.12.3 (#23617)
61170856e|Pete Bacon Darwin|Fri May 4 08:31:46 2018 +0100|build(aio): include `navigation.json` changes in docs-watch (#23698)
a800ccd92|George Kalpakas|Wed May 9 13:49:54 2018 +0300|fix(aio): add link to v5 docs (#23794)
971e78dc3|Alex Eagle|Wed May 9 06:28:05 2018 -0700|ci: Remove Chuck from pullapprove (#23798)
b0eca85e5|Alex Rickabaugh|Tue Apr 24 11:34:11 2018 -0700|refactor(compiler): compile{Component,Directive} take only local information (#23545)
d01ec03f5|Brandon Roberts|Thu May 3 22:01:25 2018 -0500|docs(aio): Upgrade example dependencies to Angular V6 (#23660)
9e2d87f5b|Brandon Roberts|Wed May 2 23:16:03 2018 -0500|docs(aio): Update i18n example to Angular V6 (#23660)
fc034270c|Alex Rickabaugh|Mon May 7 10:47:59 2018 -0700|fix(core): call ngOnDestroy on all services that have it (#23755)
77ff72f93|Igor Minar|Sat May 5 08:36:49 2018 -0700|Revert "style(animations): fix short param names (#23668)"
44095d95c|Igor Minar|Sat May 5 08:34:25 2018 -0700|Revert "docs(animations): fix content errors (#23668)"
e3518967a|Pete Bacon Darwin|Thu May 3 10:31:30 2018 +0100|style(animations): fix short param names (#23668)
005dc8f68|Pete Bacon Darwin|Thu May 3 10:30:58 2018 +0100|docs(animations): fix content errors (#23668)
7e9649bdf|Alex Eagle|Thu May 3 11:55:56 2018 -0700|build: update to latest nodejs bazel rules (#23683)
e3e15773e|Alex Eagle|Mon Apr 30 12:48:24 2018 -0700|build: update bazel to 0.13 (#23623)
b25e15c31|Igor Minar|Thu May 3 15:55:38 2018 -0700|feat(aio): add v6 release notification (#23690)
3b067c857|George Kalpakas|Wed Apr 25 13:50:31 2018 +0300|fix(aio): remove main background color when printing (#23538)
57cf5509e|George Kalpakas|Wed Apr 25 13:48:44 2018 +0300|fix(aio): fix `code-example` print styles when printing backgrounds (#23538)
3f20a5c7c|George Kalpakas|Wed Apr 25 13:47:14 2018 +0300|refactor(aio): use the same selectors for screen and print styles (#23538)
14d8a9800|George Kalpakas|Wed Apr 25 13:40:49 2018 +0300|refactor(aio): include print styles last to overwrite other styles (#23538)
5cb36ed70|Igor Minar|Fri May 4 15:08:17 2018 -0700|test: fix firebase deployment script test
490e39a23|Filipe Silva|Thu May 3 13:11:38 2018 -0700|build(aio): use Angular 6.0.0 (#23687)
33c1c1df3|Filipe Silva|Thu May 3 13:08:48 2018 -0700|build(aio): update to Angular CLI 6.0.0 (#23687)
d8d4f654a|Igor Minar|Thu May 3 15:38:48 2018 -0700|build: update the scripts/release/post-check script for 6.0.x
2c4850dc5|Igor Minar|Thu May 3 15:05:08 2018 -0700|fix(aio): correct project id for deployment of archive sites
2ef4760ff|Igor Minar|Thu May 3 13:26:12 2018 -0700|docs: improve the GitHub README.md, update links, etc
52f0e3cc3|Igor Minar|Thu May 3 13:15:20 2018 -0700|docs: add link to the v6 release announcement to our changelog
61265b42e|Igor Minar|Thu May 3 12:17:26 2018 -0700|release: cut the v6.0.0 release
6601d0f7b|Igor Minar|Thu May 3 09:33:42 2018 -0700|build: update to rxjs@6.0.0 (#23679)
cccc328a5|Alex Eagle|Wed May 2 17:27:15 2018 -0700|ci: fix github_token following README (#23658)
65211f46c|Matias Niemelä|Tue Apr 24 14:28:18 2018 -0700|fix(animations): retain state styling for nodes that are moved around (#23534)
da9ff255d|Matias Niemelä|Tue May 1 10:40:11 2018 -0700|fix(animations): properly clean up queried element styles in safari/edge (#23633)
2cf6244b1|Brandon Roberts|Wed May 2 07:13:32 2018 -0500|docs(aio): Upgrade server-side rendering example to Angular V6 (#23649)
b45fa5e26|Alex Eagle|Fri Apr 27 16:21:38 2018 -0700|ci: hide encryption key from circleci logs (#23585)
d7ed9c9e9|jenniferfell|Wed Apr 25 18:02:24 2018 -0600|docs: add new info about angular update policies and resources (#23551)
266d97de9|Igor Minar|Wed May 2 16:23:47 2018 -0700|docs: update PUBLIC_API.md with the latest list of packages and clarifications
d71329d55|Vani|Tue May 1 11:26:48 2018 -0700|docs: add information on when not to use tree-shakable providers (#23634)
7ba26b140|George Kalpakas|Tue May 1 23:54:03 2018 +0300|fix(aio): correctly route embedded live-example URLs from SW (#23637)
297723d0b|Ardeshir81|Wed May 2 17:36:16 2018 +0430|refactor(aio): move right margin from `.home` image to `.home` anchor (#23624)
bb07fbde7|Ardeshir81|Tue May 1 01:41:24 2018 +0430|style(aio): add space between `.home` and `.hamburger` (#23624)
d7e8d1557|Camilo Giraldo|Thu Apr 5 20:29:54 2018 -0500|docs: add missing link to bootstrapping section (#23214)
bfad6b4fa|Vani|Mon Apr 30 10:23:31 2018 -0700|docs: add doc to include updates to the index.html with the new ng add command (#23616)
fd9d1888c|Brandon Roberts|Mon Apr 30 07:23:24 2018 -0500|build(aio): align stackblitz files with Angular CLI V6 (#23521)
94fbe3b5a|Anuj|Fri Apr 6 13:34:09 2018 +0530|docs(forms): Fixed a typo in the reactive form (From 'address' to 'secretLairs') section (#23221)
56828e43b|Andrew Seguin|Tue May 1 14:48:21 2018 -0700|docs(elements): add intro connecting angular elements to custom elements (#23638)
c5cfc3a1b|Kara Erickson|Thu Apr 26 10:44:49 2018 -0700|fix(ivy): only generate TViews once per embedded template (#23385)
b76f5a6a7|Misko Hevery|Sat Apr 14 11:52:53 2018 -0700|perf(ivy): add performance counters in ngDevMode (#23385)
fb41b7dc3|Sarun Intaralawan|Sun Apr 29 22:10:48 2018 +0700|docs(aio): update Egghead.io URL (#23598)
ca1019a95|George Kalpakas|Mon Apr 30 14:34:27 2018 +0300|docs: fix typo in tag name (`my-child` --> `app-child`) (#23606)
9ebf0c8e5|Igor Minar|Fri Apr 27 10:47:56 2018 -0700|release: cut the v6.0.0-rc.6 release
8062f7de9|Olivier Combe|Tue Apr 24 20:30:23 2018 +0200|test: add i18n to cli-hello-world integration test (#23527)
cc6c4346c|Bennett Hardwick|Fri Apr 27 20:44:07 2018 +1000|docs(aio): update docs error in guide/http (#23567)
4cb46ce10|George Kalpakas|Fri Apr 27 14:42:01 2018 +0300|build(aio): add support for faster, unoptimized `serve` (#23569)
7ef9d4a58|Victor Berchet|Thu Apr 26 10:34:18 2018 -0700|docs(ivy): upddate the status (#23562)
a522bb9f0|Judy Bogart|Thu Apr 26 19:50:42 2018 -0700|docs: correct more typos (#23565)
31b96e99f|Judy Bogart|Thu Apr 26 16:38:23 2018 -0700|docs: correct typos (#23565)
b7a6e1fef|Judy Bogart|Thu Apr 26 15:47:31 2018 -0700|docs: correct node.js version and usage (#23565)
84b4593d0|Brandon Roberts|Tue Apr 17 07:03:49 2018 -0500|ci: add Brandon Roberts as an aio approver (#23417)
0c6dc45c8|Vikram Subramanian|Thu Apr 26 06:25:30 2018 -0700|fix(core): avoid eager providers re-initialization (#23559)
5b9607862|Igor Minar|Thu Apr 26 14:08:13 2018 -0700|Revert "refactor(core): tree-shake application_module providers (#23477)"
1a44a0b4a|Marc Laval|Thu Apr 12 13:49:37 2018 +0200|feat(ivy): support lifecycle hooks of ViewContainerRef (#23396)
b1f040f5a|Alex Rickabaugh|Wed Apr 25 15:41:41 2018 -0700|fix(compiler-cli): don't rely on incompatible TS method (#23550)
eb031c6ff|Matias Niemelä|Mon Apr 23 10:47:27 2018 -0700|refactor(core): tree-shake application_module providers (#23477)
b4c252bcc|Alex Eagle|Mon Apr 16 14:55:47 2018 -0700|build: serve ivy todo app with real http-server (#23446)
db77d8dc9|Kara Erickson|Mon Apr 23 18:24:40 2018 -0700|feat(ivy): support injection flags at runtime (#23518)
ab5bc42da|Alex Rickabaugh|Fri Apr 6 09:53:10 2018 -0700|feat(ivy): first steps towards ngtsc mode (#23455)
f567e1898|Judy Bogart|Wed Mar 28 08:13:18 2018 -0700|docs: update glossary architectural terms (#23045)
8d0ee3493|Noah Medling|Tue Apr 24 15:15:45 2018 -0500|docs: corrected spelling of "ambient".
43a49d3f6|Vani|Mon Apr 23 14:56:21 2018 -0700|docs: fix typo (#23514)
811a7f286|Paul Freedman|Sat Apr 21 12:10:49 2018 +0100|docs(benchpress): fix typo in README (#23471) (#23488)
9ed5fb6d2|Victor Berchet|Tue Apr 24 14:32:57 2018 -0700|style: format code
e1c4930a1|Martin Probst|Fri Apr 20 14:53:32 2018 +0200|fix(compiler): avoid a crash in ngc-wrapped. (#23468)
dab5df973|George Kalpakas|Fri Apr 20 18:41:12 2018 +0300|ci(aio): fix `deploy-to-firebase` script (#23470)
b1d03fe70|Pawel Kozlowski|Thu Apr 19 22:59:58 2018 +0200|fix(ivy): properly destroy view trees where root is an embedded view without children (#23482)
06c0d9666|Olivier Combe|Mon Apr 23 17:47:51 2018 +0200|build(common): mark locales files as side-effect-full (#23509)
1c9200eca|Alex Eagle|Mon Apr 23 16:41:10 2018 -0700|ci: require green integration tests to publish snapshot (#23517)
ace644046|Alex Eagle|Mon Apr 23 16:14:34 2018 -0700|ci: fix snapshot publishing (#23516)
b26ac1c22|Alex Eagle|Mon Apr 23 11:46:02 2018 -0700|ci: publish build snapshots from Bazel/CircleCI (#23512)
60e550707|Sam Julien|Fri Apr 20 07:51:39 2018 -0600|docs(aio): Add UpgradingAngularJS to education resources (#23169)
4cfa57125|Steven Liekens|Tue Feb 27 15:04:36 2018 +0100|fix(router): cache route handle if found (#22475)
999ab0a69|Alex Rickabaugh|Mon Apr 23 09:52:46 2018 -0700|ci: add alxhub as owner to a few packages (#23510)
ba4799771|Victor Berchet|Fri Apr 20 19:52:02 2018 -0700|style(compiler): fix lint issues (#23480)
a35bf114e|Victor Berchet|Fri Apr 20 18:03:41 2018 -0700|build: make commit validation accept typical Revert messages (#23480)
6761a6452|Victor Berchet|Fri Apr 20 11:28:34 2018 -0700|refactor(compiler): remove a dependency from the IVY AST to the template AST (#23476)
0b47902ad|Victor Berchet|Fri Apr 20 08:52:07 2018 -0700|refactor(ivy): move core code to core.ts (#23476)
4662878a1|Victor Berchet|Thu Apr 19 17:23:27 2018 -0700|refactor(compiler): refactor template binding parsing (#23460)
ca776c59d|Alex Rickabaugh|Thu Apr 12 14:57:56 2018 -0700|fix(compiler): handle undefined annotation metadata (#23349)
f2563ca80|Alex Rickabaugh|Thu Apr 19 10:57:35 2018 -0700|ci(compiler): replace chuckjaz with alxhub as compiler owner (#23456)
9757347e7|Victor Berchet|Wed Apr 18 16:23:49 2018 -0700|feat(ivy): add an IVY local the compiler which avoids analyzeModule (#23441)
a19e01843|Victor Berchet|Wed Apr 18 16:23:38 2018 -0700|refactor(ivy): remove the backpatch compiler (#23441)
6ff164be0|Victor Berchet|Tue Apr 17 13:27:18 2018 -0700|refactor(compiler): misc minor (#23441)
84f024309|Victor Berchet|Mon Apr 16 11:49:11 2018 -0700|refactor(ivy): misc cleanup (#23441)
c6b206ee4|Victor Berchet|Mon Apr 16 00:15:12 2018 -0600|feat(compiler): support `// ...` and `// TODO` in mock compiler expectations (#23441)
1d1e75ee2|Victor Berchet|Wed Apr 18 17:09:41 2018 -0700|Revert "fix(compiler): Pretty print object instead of [Object object] (#22689)" (#23442)
acf6781cc|Matias Niemelä|Thu Apr 12 13:41:22 2018 -0700|test(core): add a symbols test for renderer2 code (#23436)
fd48e5398|Igor Minar|Mon Apr 16 00:15:12 2018 -0600|docs(aio): add front page campaign for the ng-conf live stream (#23391)
fe312ccb4|Brandon Roberts|Mon Apr 16 07:14:31 2018 -0500|docs(aio): Cleanup examples with edits from Igor/George (#23234)
764f471dc|Igor Minar|Sun Apr 15 23:16:23 2018 -0600|build(aio): turn on webpack's stats.json generation for debugging purposes (#23234)
8b02c0e76|Igor Minar|Sat Apr 14 21:57:17 2018 -0600|build(aio): add @angular/language-service (#23234)
5a2ee7a6f|Brandon Roberts|Sun Apr 15 22:15:25 2018 -0500|docs(aio): Bump shared yarn.lock file for examples (#23234)
529d4fc9e|Brandon Roberts|Sun Apr 15 22:13:52 2018 -0500|docs(aio): Bump shared dependencies to RC5 (#23234)
fac7dde5b|Brandon Roberts|Sun Apr 15 22:07:42 2018 -0500|docs(aio): Fix failing upgrade-module tests (#23234)
1f005908a|Brandon Roberts|Sun Apr 15 21:24:29 2018 -0500|docs(aio): Fix failing boilerplate tests (#23234)
2278fe8f0|Brandon Roberts|Thu Apr 12 21:20:01 2018 -0500|docs(aio): Upgrade examples to Angular 6 (#23234)
aad3444a5|George Kalpakas|Sun Apr 15 19:35:55 2018 +0300|test(aio): fix failing tests (#23234)
44377adbc|George Kalpakas|Sun Apr 15 15:45:01 2018 +0300|docs(aio): update `yarn test` command in README.md (#23234)
b28b3acb8|Igor Minar|Sat Apr 14 17:54:22 2018 -0700|build(aio): update to @angular/material@6.0.0-rc.11 (#23234)
749343591|Igor Minar|Sat Apr 14 10:31:24 2018 -0700|test(aio): move reflect-metadata polyfills to test.ts (#23234)
937f7cea3|Igor Minar|Sat Apr 14 03:41:27 2018 -0700|build(aio): update to angular/core@6.0.0-rc.5 (#23234)
7d1990e4d|Igor Minar|Sat Apr 14 02:36:42 2018 -0700|style(aio): lint fixes for examples (#23234)
76f8ae31a|George Kalpakas|Fri Apr 13 23:03:15 2018 +0300|test(aio): fix tests and update testing infra (#23234)
103846a51|Igor Minar|Sat Apr 14 00:44:09 2018 -0700|build(aio): update tslint and codelyzer (#23234)
0a536af09|George Kalpakas|Fri Apr 13 22:41:32 2018 +0300|build(aio): fix deployment script (#23234)
4f2928739|George Kalpakas|Fri Apr 13 22:27:31 2018 +0300|build(aio): upgrade `@angular/cli` to `6.0.0-rc.4` (#23234)
62e6c1f43|George Kalpakas|Fri Apr 13 22:24:40 2018 +0300|build(aio): upgrade `@angular/*` to `6.0.0-rc.4` (#23234)
c3c513ed9|George Kalpakas|Fri Apr 13 21:21:17 2018 +0300|build(aio): remove redundant flags from cli commands (#23234)
ed495bc9f|George Kalpakas|Fri Apr 13 17:02:17 2018 +0300|build(aio): switch to `webpack-cli` for IE polyfills (#23234)
a3de5f8f2|George Kalpakas|Fri Apr 13 17:25:49 2018 +0300|build(aio): upgrade `rxjs` to `6.0.0-turbo-rc.4` (#23234)
2491b7249|Igor Minar|Fri Apr 13 18:30:10 2018 -0700|ci: chown bazel-built packages when running integration tests (#23234)
a851ba378|Igor Minar|Fri Apr 13 17:51:09 2018 -0700|build: update to rxjs@6.0.0-uncanny-rc.7 (#23234)
0468a649a|Igor Minar|Fri Apr 13 17:46:16 2018 -0700|build: remove a postinstall-patch to fix rxjs (#23234)
47d3acdc4|Igor Minar|Sat Apr 7 11:41:02 2018 -0700|build(aio): reorder entries in package.json (#23234)
acbfb9eb4|Igor Minar|Sat Apr 7 11:27:16 2018 -0700|build: fix angular.json that was missing keys due to cli bugs (#23234)
d35f84a16|Igor Minar|Sat Apr 7 01:18:00 2018 -0700|build(aio): update to @angular/material@6.0.0-rc.1 (#23234)
87e9f333d|Igor Minar|Fri Apr 6 22:53:38 2018 -0700|build(aio): update to @angular/material@5.2.4 (#23234)
08fc4f3ad|Igor Minar|Fri Apr 6 22:42:00 2018 -0700|build: update to rxjs@6.0.0-tactical-rc.1 (#23234)
c6c79ab5d|Igor Minar|Fri Apr 6 22:39:18 2018 -0700|test: simplify config for cli-hello-world (#23234)
6837491f0|Igor Minar|Fri Apr 6 22:23:51 2018 -0700|test: update cli-hello-world to cli@6.0.0-rc.2 (#23234)
fc5af69fb|Igor Minar|Fri Apr 6 21:09:12 2018 -0700|build(aio): update to @angular/cli@6.0.0-rc.2 + project layout update (#23234)
81ccb718b|Igor Minar|Fri Apr 6 17:57:24 2018 -0700|build(aio): upgrade to @angular/*@6.0.0-rc.3 (#23234)
0c56dfade|Igor Minar|Fri Apr 6 14:14:55 2018 -0700|build(aio): upgrade to @angular/*@6.0.0-rc.2 (#23234)
7be7abdeb|Matias Niemelä|Mon Apr 16 13:28:51 2018 -0700|refactor(animations): use a const enum to avoid compilation side effects (#23402)
5a1ddee88|Kara Erickson|Sat Apr 14 12:20:45 2018 -0700|refactor(ivy): speed up bound text nodes (#23386)
99f8e1080|George Kalpakas|Mon Apr 16 00:02:28 2018 +0300|ci(aio): fix `aio-monitoring` tests (#23390)
d665d9a18|George Kalpakas|Sun Apr 15 23:55:21 2018 +0300|refactor(aio): rename directory (tests/deployment-config --> tests/deployment) (#23390)
8b2101be9|George Kalpakas|Sun Apr 15 23:50:59 2018 +0300|refactor(aio): rename spec file (#23390)
0d56cee9e|George Kalpakas|Sun Apr 15 23:46:17 2018 +0300|refactor(aio): rename yarn script (deployment-config-test --> redirects-test) (#23390)
7f612fc82|Kara Erickson|Mon Apr 16 15:29:42 2018 -0700|fix(ivy): generate bind calls for property bindings (#23403)
010a4efa8|Anuj|Tue Apr 17 12:00:56 2018 +0530|docs(aio): Fixed typo in 'comparing observables -> Observabled compared (#23407) to arrays' section.
c3280b2c2|Eyal Cherevatzki|Mon Apr 16 18:15:38 2018 +0300|docs(aio): change `HeroService` to `MessagesComponent` (#23397)
d11b249d3|Eyal Cherevatzki|Mon Apr 16 18:13:58 2018 +0300|docs(aio): change `HeroDetailsComponent` to `HeroDetailComponent` (#23397)
9c2912772|Vani|Thu Apr 12 14:41:24 2018 -0700|docs: document how to enable service worker using ng add command (#23348)
43615604d|Igor Minar|Mon Apr 16 03:09:48 2018 -0600|docs: add changelog for the v4.4.7 release
d9792309e|Igor Minar|Mon Apr 16 01:43:44 2018 -0600|docs: release notes for the 5.2.10 release
fd1c39ce4|Tiep Phan|Wed Apr 11 23:35:02 2018 +0700|docs: update lifecycle hooks section in cheatsheet (#23320)
896811df6|systemallica|Sat Apr 14 19:00:19 2018 +0200|docs(aio): add missing word in the Component metadata section (#23384)
fb59b2dd9|HiveSolution|Sat Apr 7 22:22:57 2018 +0200|fix(service-worker): add badge to NOTIFICATION_OPTION_NAMES (#23241)
b64a276d4|Misko Hevery|Sat Apr 14 09:18:38 2018 -0700|refactor(ivy): make return value of define(Component|Directive|Pipe|Injector|Injectable) private (#23371) (#23383)
815ae29b8|Igor Minar|Sat Apr 14 03:48:32 2018 -0700|build: add '@angular/elements' the framework package group
8f690c906|Igor Minar|Sat Apr 14 03:01:08 2018 -0700|docs: add changelog for 6.0.0-rc.5
7b63f861c|Igor Minar|Sat Apr 14 02:59:02 2018 -0700|release: cut the 6.0.0-rc.5
674c3def3|Igor Minar|Fri Apr 13 23:02:29 2018 -0700|revert: refactor(ivy): make return value of define(Component|Directive|Pipe|Injector|Injectable) private (#23371)
80e483cea|Victor Berchet|Fri Apr 13 16:47:27 2018 -0700|fix(ivy): add unparsed selectors to the `projectionDef` instruction (#23375)
ac683d7ab|Victor Berchet|Fri Apr 13 15:12:11 2018 -0700|refactor(ivy): cleanup of the view compiler (#23375)
33630dd3e|Misko Hevery|Fri Apr 13 20:44:26 2018 -0700|fix(ivy): workaround for tsickle bug (#23379)
7e581dab5|Alex Eagle|Fri Apr 13 15:01:04 2018 -0700|ci: remove travis e2e_2 job (#22810)
102ed3b03|Alex Eagle|Fri Apr 13 14:57:58 2018 -0700|test: move platform-server integration test (#22810)
29b838c35|George Kalpakas|Fri Apr 13 21:53:48 2018 +0300|ci: define common env vars in CircleCI job (#22810)
328b48b69|Alex Eagle|Thu Mar 15 15:36:11 2018 -0700|test: integration tests now against bazel built packages (#22810)
d1177c75f|Olivier Combe|Fri Apr 13 23:35:20 2018 +0200|refactor: update CLDR data for closure locale & use a const for undefined (#23372) PR Close #23372
12f90ef42|Alex Eagle|Fri Apr 13 15:30:20 2018 -0700|build: move ngcontainer sources to angular/angular (#23374)
2c09b707c|Miško Hevery|Fri Apr 13 13:34:39 2018 -0700|refactor(ivy): make return value of define(Component|Directive|Pipe|Injector|Injectable) private (#23371)
f4017ce5e|Misko Hevery|Thu Apr 12 16:03:05 2018 -0700|fix(ivy): Update Todo app to take advantage of optional injector (#23345)
4384a9227|Misko Hevery|Thu Apr 12 16:02:33 2018 -0700|docs(ivy): Clean up incorrect comments (#23345) PR Close #23345
da31db757|Misko Hevery|Thu Apr 12 15:54:16 2018 -0700|feat(ivy): support injection even if no injector present (#23345)
6f213a74f|Misko Hevery|Thu Apr 12 12:30:21 2018 -0700|feat(ivy): support generation of flags for directive injection (#23345)
490772e68|Brandon Roberts|Fri Apr 13 12:07:10 2018 -0500|docs(aio): Update file tree to match Angular CLI V6 structure (#23367)
e7ef02722|Marc Laval|Wed Apr 11 14:15:30 2018 +0200|fix(ivy): local directives and pipes should be applied to TemplateRef (#23312)
d5e7f60f0|Victor Berchet|Thu Apr 12 14:52:00 2018 -0700|refactor(ivy): misc (#23351)
6e73300ff|Victor Berchet|Fri Apr 13 11:25:44 2018 -0700|refactor(ivy): cleanup directives & pipes import (#23369)
6c2c95851|George Kalpakas|Thu Apr 12 23:34:43 2018 +0300|fix(service-worker): let `*` match 0 characters in globs (#23339)
08325aaff|George Kalpakas|Thu Apr 12 18:04:11 2018 +0300|feat(service-worker): add support for configuring navigations URLs (#23339)
1e1c7fd40|George Kalpakas|Thu Apr 12 15:03:20 2018 +0300|refactor(service-worker): move common code into method (#23339)
d1e716b2c|George Kalpakas|Thu Apr 12 18:34:57 2018 +0300|docs(service-worker): minor fixes/improvements (#23339)
639d52fe7|Rafael|Sun Apr 8 18:19:25 2018 -0300|refactor: ensure all 'TODO's are consistent (#23252)
aa2715561|Igor Minar|Fri Apr 13 09:55:36 2018 -0700|build(common): mark locales files as side-effect-full (#23366)
eac36d7e1|George Kalpakas|Fri Apr 13 14:48:44 2018 +0300|test(aio): fix `DocViewerComponent` tests (#23359)
0224f1aaf|George Kalpakas|Fri Apr 13 14:48:36 2018 +0300|refactor(aio): remove file that should not be tracked (#23359)
74b203a55|Rob Wormald|Thu Apr 12 16:15:18 2018 -0700|docs(elements): add ng-add docs to elements guide (#23350)
0e10e731d|Rob Wormald|Thu Apr 12 16:01:14 2018 -0700|build: fix buildifier path (#23350)
9fabe2f5f|Rob Wormald|Thu Apr 12 15:09:06 2018 -0700|fix(elements): include schematics in npm distro (#23350)
c2a53bbf6|Amit Portnoy|Sun Apr 8 14:11:49 2018 +0300|fix(aio): remove additional 'googlebot' reference (#23249)
3bd682f43|Suguru Inatomi|Sun Nov 26 09:24:01 2017 +0900|docs(aio): Add link to Japanese localization (#20630) PR Close #20630
2bb783824|Marc Laval|Thu Apr 12 12:13:39 2018 +0200|fix(ivy): support ViewContainerRef on nodes projected into an embedded view (#23333)
6199ea5d4|Greg Magolan|Fri Apr 6 11:08:19 2018 -0700|fix(compiler-cli): shorten resolved module name in fileNameToModuleName to npm package name for typings (#23231)
2e270bb96|Alex Eagle|Thu Apr 12 17:43:27 2018 -0700|build: include tslib in umd bundles (#23354)
b76dd3b97|Alex Eagle|Thu Apr 12 16:15:08 2018 -0700|fix(compiler): use correct global name in compiler.umd.js (#23354)
a025f7e2a|Camilo Giraldo|Mon Mar 5 21:26:57 2018 -0500|refactor(language-service): fix typo on type.ts language-service
221ae6998|Juan Camilo Giraldo Chaverra|Thu Jan 11 10:46:20 2018 -0500|docs(aio): fix typo on AOT compiler section
b551f844e|Joey Perrott|Thu Mar 29 16:32:23 2018 -0700|feat(platform-browser): add token marking which the type of animation module nearest in the injector tree (#23075)
f95829320|Michael Huang|Tue Apr 10 23:36:28 2018 +1000|docs(aio): update text InMemoryWebApiModule to HttpClientInMemoryWebApiModule (#23285)
993eeabab|Jeremy Attali|Wed Apr 11 10:29:11 2018 -0400|docs: fix typo in injected variable name (#23315)
75febe751|Nathan Friend|Mon Apr 9 10:54:44 2018 -0300|docs(upgrade): fix detail regarding bootstrapping order (#23225) (#23270)
b8f4e433d|Rob Wormald|Mon Mar 26 11:24:40 2018 -0700|build: add robwormald to pullapprove (#23002)
a4e06b685|Igor Minar|Thu Apr 12 10:22:58 2018 -0700|build: exclude aio from the release bazel query
01975ff02|Igor Minar|Thu Apr 12 00:36:29 2018 -0700|docs: add changelog for 6.0.0-rc.4
77c4b8293|Igor Minar|Thu Apr 12 00:34:58 2018 -0700|release: cut the 6.0.0-rc.4 release
1fc72e53f|Igor Minar|Thu Apr 12 00:18:54 2018 -0700|build(core): update zone.js peer dep to ~0.8.26
bbfa1d31a|Igor Minar|Wed Apr 11 23:10:28 2018 -0700|fix(platform-server): require node v8+ (#23331)
58faa0c7e|Igor Minar|Tue Apr 10 22:03:24 2018 -0700|build: reorder PACKAGE_GROUP entries to make @angular/core the first one (#23303)
aae437cb1|Pete Bacon Darwin|Tue Mar 13 11:24:05 2018 +0000|build(aio): implement rules to prevent short parameter names (#22759)
fa11d7822|Pete Bacon Darwin|Tue Mar 13 22:02:46 2018 +0000|build(aio): create minLength content rule (#22759)
